tig00000001	gi|1072833967|gb|CP014529.1|	99.995	1416922	0.0	2.616e+06	1352	Enterococcus faecium	Enterococcus faecium strain E745, complete genome
tig00000002	gi|1072836619|gb|CP014530.1|	99.812	181443	0.0	3.331e+05	1352	Enterococcus faecium	Enterococcus faecium strain E745 plasmid pl1, complete sequence
tig00000002	gi|1250053801|gb|CP018129.1|	99.873	175449	0.0	3.227e+05	1352	Enterococcus faecium	Enterococcus faecium strain A_020709_82 plasmid unnamed1, complete sequence
tig00000003	gi|1072836925|gb|CP014534.1|	99.747	28898	0.0	52931	1352	Enterococcus faecium	Enterococcus faecium strain E745 plasmid pl5, complete sequence
tig00000003	gi|1546939440|emb|LR135261.1|	99.327	17823	0.0	32227	1352	Enterococcus faecium	Enterococcus faecium isolate E4457 genome assembly, plasmid: 4
tig00000003	gi|2838882063|gb|CP111712.1|	98.360	16705	0.0	29314	1352	Enterococcus faecium	Enterococcus faecium strain VRE076 plasmid P2, complete sequence
tig00000003	gi|2838823428|gb|CP111909.1|	97.420	16276	0.0	27723	1352	Enterococcus faecium	Enterococcus faecium strain VRE102 plasmid P3, complete sequence
tig00000003	gi|2838478911|gb|CP112732.1|	96.996	16277	0.0	27340	1352	Enterococcus faecium	Enterococcus faecium strain VRE223 plasmid P2, complete sequence
tig00000003	gi|2838909352|gb|CP111682.1|	97.163	15406	0.0	26024	1352	Enterococcus faecium	Enterococcus faecium strain VRE072 plasmid P2, complete sequence
tig00000003	gi|2838508143|gb|CP112669.1|	96.949	15407	0.0	25843	1352	Enterococcus faecium	Enterococcus faecium strain VRE215 plasmid P3, complete sequence
tig00000004	gi|1539285968|emb|LR134108.1|	98.902	13570	0.0	24181	1352	Enterococcus faecium	Enterococcus faecium isolate E6043 genome assembly, plasmid: 4
tig00000004	gi|1546939425|emb|LR135246.1|	98.902	13570	0.0	24181	1352	Enterococcus faecium	Enterococcus faecium isolate E6988 genome assembly, plasmid: 4
tig00000004	gi|1546939401|emb|LR135222.1|	98.902	13570	0.0	24181	1352	Enterococcus faecium	Enterococcus faecium isolate E7040 genome assembly, plasmid: 4
tig00000004	gi|1541309600|emb|LR135186.1|	98.548	13570	0.0	23918	1352	Enterococcus faecium	Enterococcus faecium isolate E4413 genome assembly, plasmid: 2
tig00000004	gi|2997035246|gb|CP184182.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain VR5 plasmid unnamed1, complete sequence
tig00000004	gi|2985474512|gb|CP175362.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16107_2 plasmid unnamed4, complete sequence
tig00000004	gi|2985468670|gb|CP175354.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16107_1 plasmid unnamed2, complete sequence
tig00000004	gi|2985460350|gb|CP175383.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16107_6 plasmid unnamed1, complete sequence
tig00000004	gi|2985455404|gb|CP175390.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16107_7 plasmid unnamed2, complete sequence
tig00000004	gi|2985454288|gb|CP175369.1|	98.468	13575	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16107_3 plasmid unnamed5, complete sequence
tig00000004	gi|2985437973|gb|CP175372.1|	98.468	13575	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16107_4 plasmid unnamed2, complete sequence
tig00000004	gi|2985433621|gb|CP175380.1|	98.468	13575	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16107_5 plasmid unnamed4, complete sequence
tig00000004	gi|2980934582|gb|CP175341.1|	98.468	13575	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16040_2 plasmid unnamed3, complete sequence
tig00000004	gi|2980927018|gb|CP175337.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain 16040_1 plasmid unnamed3, complete sequence
tig00000004	gi|2979855067|gb|CP174847.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain C2159 plasmid unnamed5, complete sequence
tig00000004	gi|2979852092|gb|CP174851.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain C2167 plasmid unnamed3, complete sequence
tig00000004	gi|2979833764|gb|CP174871.1|	98.468	13575	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain C1209 plasmid unnamed2, complete sequence
tig00000004	gi|2979821890|gb|CP174892.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain C8831 plasmid unnamed2, complete sequence
tig00000004	gi|2979818867|gb|CP174896.1|	98.468	13575	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain C8832 plasmid unnamed2, complete sequence
tig00000004	gi|2979795051|gb|CP174936.1|	98.475	13572	0.0	23861	1352	Enterococcus faecium	Enterococcus faecium strain C8812 plasmid unnamed2, complete sequence
tig00000005	gi|1072836838|gb|CP014531.1|	99.978	26733	0.0	49328	1352	Enterococcus faecium	Enterococcus faecium strain E745 plasmid pl2, complete sequence
tig00000006	gi|1072836925|gb|CP014534.1|	99.767	15029	0.0	27536	1352	Enterococcus faecium	Enterococcus faecium strain E745 plasmid pl5, complete sequence
tig00000006	gi|1024766735|gb|CP011283.1|	98.040	13571	0.0	23551	1352	Enterococcus faecium	Enterococcus faecium strain E39 plasmid p2, complete sequence
tig00000006	gi|1541309606|emb|LR135192.1|	94.578	15067	0.0	23228	1352	Enterococcus faecium	Enterococcus faecium isolate E4438 genome assembly, plasmid: 2
tig00000006	gi|2284319500|dbj|AP026594.1|	96.586	13211	0.0	21839	1352	Enterococcus faecium	Enterococcus faecium JHP38 plasmid pJHP38_1 DNA, complete sequence
tig00000006	gi|2284316019|dbj|AP026587.1|	96.578	13210	0.0	21832	1352	Enterococcus faecium	Enterococcus faecium JHP36 plasmid pJHP36_1 DNA, complete sequence
tig00000006	gi|2284312458|dbj|AP026580.1|	96.229	13233	0.0	21586	1352	Enterococcus faecium	Enterococcus faecium JHP35 plasmid pJHP35_1 DNA, complete sequence
tig00000006	gi|1541309607|emb|LR135193.1|	98.872	9838	0.0	17527	1352	Enterococcus faecium	Enterococcus faecium isolate E4438 genome assembly, plasmid: 3
tig00000006	gi|1541309600|emb|LR135186.1|	98.872	9838	0.0	17527	1352	Enterococcus faecium	Enterococcus faecium isolate E4413 genome assembly, plasmid: 2
tig00000006	gi|1546939417|emb|LR135238.1|	98.801	9838	0.0	17488	1352	Enterococcus faecium	Enterococcus faecium isolate E7067 genome assembly, plasmid: 4
tig00000006	gi|1697763180|gb|CP041258.1|	98.791	9839	0.0	17483	1352	Enterococcus faecium	Enterococcus faecium strain 515 plasmid p27, complete sequence
